3.750000000000000000e+01 3.666666666666666515e+03
2.625000000000000000e+01 4.833333333333333030e+03
4.875000000000000000e+01 2.888888888888888687e+03
2.062500000000000000e+01 4.055555555555555657e+03
4.312500000000000000e+01 5.222222222222221717e+03
3.187500000000000000e+01 3.277777777777777828e+03
5.437500000000000000e+01 4.444444444444444343e+03
1.781250000000000000e+01 5.611111111111111313e+03
4.031250000000000000e+01 2.629629629629629562e+03
2.906250000000000000e+01 3.796296296296296532e+03
5.156250000000000000e+01 4.962962962962963502e+03
2.343750000000000000e+01 3.018518518518518249e+03
4.593750000000000000e+01 4.185185185185185219e+03
3.468750000000000000e+01 5.351851851851851279e+03
5.718750000000000000e+01 3.407407407407407391e+03
1.640625000000000000e+01 4.574074074074073906e+03
3.890625000000000000e+01 5.740740740740740875e+03
2.765625000000000000e+01 2.759259259259259125e+03
5.015625000000000000e+01 3.925925925925926094e+03
2.203125000000000000e+01 5.092592592592593064e+03
4.453125000000000000e+01 3.148148148148148266e+03
3.328125000000000000e+01 4.314814814814814781e+03
5.578125000000000000e+01 5.481481481481481751e+03
1.921875000000000000e+01 3.537037037037036953e+03
4.171875000000000000e+01 4.703703703703704377e+03
3.046875000000000000e+01 5.870370370370370438e+03
5.296875000000000000e+01 2.543209876543209703e+03
2.484375000000000000e+01 3.709876543209876218e+03
4.734375000000000000e+01 4.876543209876543187e+03
3.609375000000000000e+01 2.932098765432098844e+03
5.859375000000000000e+01 4.098765432098765814e+03
1.570312500000000000e+01 5.265432098765431874e+03
3.820312500000000000e+01 3.320987654320987531e+03
2.695312500000000000e+01 4.487654320987654501e+03
4.945312500000000000e+01 5.654320987654320561e+03
2.132812500000000000e+01 2.672839506172839720e+03
4.382812500000000000e+01 3.839506172839505780e+03
3.257812500000000000e+01 5.006172839506172750e+03
5.507812500000000000e+01 3.061728395061728406e+03
1.851562500000000000e+01 4.228395061728395376e+03
4.101562500000000000e+01 5.395061728395061436e+03
2.976562500000000000e+01 3.450617283950617093e+03
5.226562500000000000e+01 4.617283950617284063e+03
2.414062500000000000e+01 5.783950617283950123e+03
4.664062500000000000e+01 2.802469135802469282e+03
3.539062500000000000e+01 3.969135802469135797e+03
5.789062500000000000e+01 5.135802469135802312e+03
1.710937500000000000e+01 3.191358024691357969e+03
3.960937500000000000e+01 4.358024691358024938e+03
2.835937500000000000e+01 5.524691358024690999e+03
5.085937500000000000e+01 3.580246913580246655e+03
2.273437500000000000e+01 4.746913580246913625e+03
4.523437500000000000e+01 5.913580246913579685e+03
3.398437500000000000e+01 2.586419753086419860e+03
5.648437500000000000e+01 3.753086419753086375e+03
1.992187500000000000e+01 4.919753086419752435e+03
4.242187500000000000e+01 2.975308641975308547e+03
3.117187500000000000e+01 4.141975308641975062e+03
5.367187500000000000e+01 5.308641975308641122e+03
2.554687500000000000e+01 3.364197530864197688e+03
4.804687500000000000e+01 4.530864197530863748e+03
3.679687500000000000e+01 5.697530864197530718e+03
5.929687500000000000e+01 2.716049382716049422e+03
1.535156250000000000e+01 3.882716049382715937e+03
3.785156250000000000e+01 5.049382716049382907e+03
2.660156250000000000e+01 3.104938271604938109e+03
4.910156250000000000e+01 4.271604938271604624e+03
2.097656250000000000e+01 5.438271604938270684e+03
4.347656250000000000e+01 3.493827160493827250e+03
3.222656250000000000e+01 4.660493827160493311e+03
5.472656250000000000e+01 5.827160493827160280e+03
1.816406250000000000e+01 2.845679012345678984e+03
4.066406250000000000e+01 4.012345679012345499e+03
2.941406250000000000e+01 5.179012345679011560e+03
5.191406250000000000e+01 3.234567901234568126e+03
2.378906250000000000e+01 4.401234567901234186e+03
4.628906250000000000e+01 5.567901234567900246e+03
3.503906250000000000e+01 3.623456790123456813e+03
5.753906250000000000e+01 4.790123456790122873e+03
1.675781250000000000e+01 5.956790123456789843e+03
3.925781250000000000e+01 2.514403292181069901e+03
2.800781250000000000e+01 3.681069958847736416e+03
5.050781250000000000e+01 4.847736625514402476e+03
2.238281250000000000e+01 2.903292181069959042e+03
4.488281250000000000e+01 4.069958847736625103e+03
3.363281250000000000e+01 5.236625514403291163e+03
5.613281250000000000e+01 3.292181069958847729e+03
1.957031250000000000e+01 4.458847736625514699e+03
4.207031250000000000e+01 5.625514403292180759e+03
3.082031250000000000e+01 2.644032921810699463e+03
5.332031250000000000e+01 3.810699588477365978e+03
2.519531250000000000e+01 4.977366255144032948e+03
4.769531250000000000e+01 3.032921810699588605e+03
3.644531250000000000e+01 4.199588477366254665e+03
5.894531250000000000e+01 5.366255144032920725e+03
1.605468750000000000e+01 3.421810699588477291e+03
3.855468750000000000e+01 4.588477366255143352e+03
2.730468750000000000e+01 5.755144032921810322e+03
4.980468750000000000e+01 2.773662551440329025e+03
2.167968750000000000e+01 3.940329218106995540e+03
4.417968750000000000e+01 5.106995884773662510e+03
3.292968750000000000e+01 3.162551440329218167e+03
5.542968750000000000e+01 4.329218106995884227e+03
1.886718750000000000e+01 5.495884773662551197e+03
4.136718750000000000e+01 3.551440329218106854e+03
3.011718750000000000e+01 4.718106995884773823e+03
5.261718750000000000e+01 5.884773662551439884e+03
2.449218750000000000e+01 2.557613168724279603e+03
4.699218750000000000e+01 3.724279835390946573e+03
3.574218750000000000e+01 4.890946502057612634e+03
5.824218750000000000e+01 2.946502057613168745e+03
1.746093750000000000e+01 4.113168724279835260e+03
3.996093750000000000e+01 5.279835390946502230e+03
2.871093750000000000e+01 3.335390946502057432e+03
5.121093750000000000e+01 4.502057613168724856e+03
2.308593750000000000e+01 5.668724279835390917e+03
4.558593750000000000e+01 2.687242798353909620e+03
3.433593750000000000e+01 3.853909465020576135e+03
5.683593750000000000e+01 5.020576131687243105e+03
2.027343750000000000e+01 3.076131687242798307e+03
4.277343750000000000e+01 4.242798353909464822e+03
3.152343750000000000e+01 5.409465020576131792e+03
5.402343750000000000e+01 3.465020576131686994e+03
2.589843750000000000e+01 4.631687242798354418e+03
4.839843750000000000e+01 5.798353909465020479e+03
3.714843750000000000e+01 2.816872427983539183e+03
5.964843750000000000e+01 3.983539094650205698e+03
1.517578125000000000e+01 5.150205761316872668e+03
3.767578125000000000e+01 3.205761316872427869e+03
2.642578125000000000e+01 4.372427983539094384e+03
