3.750000000000000000e+01 3.666666666666666515e+03
2.625000000000000000e+01 4.833333333333333030e+03
4.875000000000000000e+01 2.888888888888888687e+03
2.062500000000000000e+01 4.055555555555555657e+03
4.312500000000000000e+01 5.222222222222221717e+03
3.187500000000000000e+01 3.277777777777777828e+03
5.437500000000000000e+01 4.444444444444444343e+03
1.781250000000000000e+01 5.611111111111111313e+03
4.031250000000000000e+01 2.629629629629629562e+03
2.906250000000000000e+01 3.796296296296296532e+03
5.156250000000000000e+01 4.962962962962963502e+03
2.343750000000000000e+01 3.018518518518518249e+03
4.593750000000000000e+01 4.185185185185185219e+03
3.468750000000000000e+01 5.351851851851851279e+03
5.718750000000000000e+01 3.407407407407407391e+03
1.640625000000000000e+01 4.574074074074073906e+03
3.890625000000000000e+01 5.740740740740740875e+03
2.765625000000000000e+01 2.759259259259259125e+03
5.015625000000000000e+01 3.925925925925926094e+03
2.203125000000000000e+01 5.092592592592593064e+03
4.453125000000000000e+01 3.148148148148148266e+03
3.328125000000000000e+01 4.314814814814814781e+03
5.578125000000000000e+01 5.481481481481481751e+03
1.921875000000000000e+01 3.537037037037036953e+03
4.171875000000000000e+01 4.703703703703704377e+03
3.046875000000000000e+01 5.870370370370370438e+03
5.296875000000000000e+01 2.543209876543209703e+03
2.484375000000000000e+01 3.709876543209876218e+03
4.734375000000000000e+01 4.876543209876543187e+03
3.609375000000000000e+01 2.932098765432098844e+03
5.859375000000000000e+01 4.098765432098765814e+03
1.570312500000000000e+01 5.265432098765431874e+03
3.820312500000000000e+01 3.320987654320987531e+03
2.695312500000000000e+01 4.487654320987654501e+03
4.945312500000000000e+01 5.654320987654320561e+03
2.132812500000000000e+01 2.672839506172839720e+03
4.382812500000000000e+01 3.839506172839505780e+03
3.257812500000000000e+01 5.006172839506172750e+03
5.507812500000000000e+01 3.061728395061728406e+03
1.851562500000000000e+01 4.228395061728395376e+03
4.101562500000000000e+01 5.395061728395061436e+03
2.976562500000000000e+01 3.450617283950617093e+03
5.226562500000000000e+01 4.617283950617284063e+03
2.414062500000000000e+01 5.783950617283950123e+03
4.664062500000000000e+01 2.802469135802469282e+03
3.539062500000000000e+01 3.969135802469135797e+03
5.789062500000000000e+01 5.135802469135802312e+03
1.710937500000000000e+01 3.191358024691357969e+03
3.960937500000000000e+01 4.358024691358024938e+03
2.835937500000000000e+01 5.524691358024690999e+03
5.085937500000000000e+01 3.580246913580246655e+03
2.273437500000000000e+01 4.746913580246913625e+03
4.523437500000000000e+01 5.913580246913579685e+03
3.398437500000000000e+01 2.586419753086419860e+03
5.648437500000000000e+01 3.753086419753086375e+03
1.992187500000000000e+01 4.919753086419752435e+03
4.242187500000000000e+01 2.975308641975308547e+03
3.117187500000000000e+01 4.141975308641975062e+03
5.367187500000000000e+01 5.308641975308641122e+03
2.554687500000000000e+01 3.364197530864197688e+03
4.804687500000000000e+01 4.530864197530863748e+03
3.679687500000000000e+01 5.697530864197530718e+03
5.929687500000000000e+01 2.716049382716049422e+03
1.535156250000000000e+01 3.882716049382715937e+03
3.785156250000000000e+01 5.049382716049382907e+03
2.660156250000000000e+01 3.104938271604938109e+03
4.910156250000000000e+01 4.271604938271604624e+03
2.097656250000000000e+01 5.438271604938270684e+03
4.347656250000000000e+01 3.493827160493827250e+03
3.222656250000000000e+01 4.660493827160493311e+03
